device,base_model,benchmark_model,mAP50,mAP50_cpu,accuracy_drop,latency_singlestream,latency_cpu,speedup,throughput_singlestream,throughput_offline,eta,feasible
RTX PRO 6000 Max-Q,yolo12n,yolo12n,55.7743187,55.77432632,1.3662199977781089e-05,7.001922232,61.65644764,8.80564587795896,142.81792440222006,260.7851643,1.825997439687943,1
RTX PRO 6000 Max-Q,yolo12s,yolo12s,62.77746582,62.77750778,6.683922551414161e-05,9.554023825,143.7807615,15.049236231101823,104.66794078776542,197.3104046,1.8851083064687895,1
RTX PRO 6000 Max-Q,yolov10m,yolov10m,66.39168549,66.39168549,0.0,11.48118533,310.12430730000005,27.011523495719064,87.09902081164297,200.8396541,2.3058772903351943,1
RTX PRO 6000 Max-Q,yolov10n,yolov10n,53.98373032,53.98374176,2.1191565513164618e-05,4.6222620480000005,50.94619524,11.021918426724385,216.34428979046925,565.4793772999999,2.6137938646204626,1
RTX PRO 6000 Max-Q,yolov10s,yolov10s,62.2655983,62.26559448,-6.135009286157889e-06,6.308412977000001,130.8155201,20.736676653374396,158.51847424160798,294.6805241,1.8589664423016015,1
RTX PRO 6000 Max-Q,yolov5mu,yolov5mu,63.7748909,63.77489471,5.974137649025657e-06,14.99370046,302.1650964,20.152803319374836,66.69467638544515,129.0194487,1.9344789673221363,1
RTX PRO 6000 Max-Q,yolov5nu,yolov5nu,48.88422012,48.88421249,-1.560831117098762e-05,5.643656036,55.16334188,9.774398285104843,177.19010400725278,280.62975980000004,1.5837778377765004,1
RTX PRO 6000 Max-Q,yolov5su,yolov5su,58.5501976,58.55023193,5.863341420484006e-05,7.700727262000001,129.70280659999997,16.842929529530448,129.85786484538917,231.4238683,1.782132091695308,1
RTX PRO 6000 Max-Q,yolov7,yolov7,66.64164734,66.64164734,0.0,22.13280881,448.7389988,20.27483283537206,45.18179362522582,64.58290229999999,1.429401029000809,1
RTX PRO 6000 Max-Q,yolov7x,yolov7x,68.14984131,68.14979553,-6.717555003287326e-05,41.25782386,744.0225637,18.033490235080954,24.23782706992244,34.99981341,1.4440161368026463,1
RTX PRO 6000 Max-Q,yolov8m,yolov8m,65.39667511,65.39667511,0.0,17.04761629,368.3289403,21.605891054461313,58.65922736579848,121.13035759999998,2.0649838574352852,1
RTX PRO 6000 Max-Q,yolov8n,yolov8n,51.6753273,51.67530823,-3.690350508520615e-05,5.930659155,59.28260226,9.995955038154607,168.61532147854484,292.97148980000003,1.7375140481363591,1
